accn,organism,loctag,exact,name,compl,pseudo,fail,numFailcats,fail1,fail2,fail3,fail4,fail5,institution,seqYear
AP011529,Deferribacter_desulfuricans_SSM1,DEFDS_1863,exact,1819,1,0,1,1,0,0,0,0,1,_Contact:Yoshihiro_Takaki_Japan_Agency_for_Maine-Earth_Science_and_Technology_Extremobiosphere_Research_Program;_2-15_Natsushima-cho_Yokosuka_Kanagawa_237-0026_Japan_U_:http://wwwjamstecgojp_,2010
AP011529,Deferribacter_desulfuricans_SSM1,DEFDS_1875,exact,pdxA,1,0,1,1,0,0,0,0,1,_Contact:Yoshihiro_Takaki_Japan_Agency_for_Maine-Earth_Science_and_Technology_Extremobiosphere_Research_Program;_2-15_Natsushima-cho_Yokosuka_Kanagawa_237-0026_Japan_U_:http://wwwjamstecgojp_,2010
AP011529,Deferribacter_desulfuricans_SSM1,DEFDS_1922,exact,1875,1,0,1,1,0,0,0,0,1,_Contact:Yoshihiro_Takaki_Japan_Agency_for_Maine-Earth_Science_and_Technology_Extremobiosphere_Research_Program;_2-15_Natsushima-cho_Yokosuka_Kanagawa_237-0026_Japan_U_:http://wwwjamstecgojp_,2010
AP011615,Arthrospira_platensis_NIES-39,NIES39_B01130,non-specific,1029,0,0,1,4,1,1,1,0,1,_Contact:Takatomo_Fujisawa_National_Institute_of_Technology_and_Evaluation_NITE_Bioresource_Information_Center_Department_of_Biotechnology;_2-49-10_Nishihara_Shibuya_Tokyo_151-0066_Japan_U_:http://wwwbionitegojp/_,2010
AP011615,Arthrospira_platensis_NIES-39,NIES39_C00010,non-specific,1030,1,0,1,1,1,0,0,0,0,_Contact:Takatomo_Fujisawa_National_Institute_of_Technology_and_Evaluation_NITE_Bioresource_Information_Center_Department_of_Biotechnology;_2-49-10_Nishihara_Shibuya_Tokyo_151-0066_Japan_U_:http://wwwbionitegojp/_,2010
AP011615,Arthrospira_platensis_NIES-39,NIES39_F00010,non-specific,2853,1,0,1,1,1,0,0,0,0,_Contact:Takatomo_Fujisawa_National_Institute_of_Technology_and_Evaluation_NITE_Bioresource_Information_Center_Department_of_Biotechnology;_2-49-10_Nishihara_Shibuya_Tokyo_151-0066_Japan_U_:http://wwwbionitegojp/_,2010
AP011615,Arthrospira_platensis_NIES-39,NIES39_G01440,non-specific,3085,0,0,1,3,0,1,1,0,1,_Contact:Takatomo_Fujisawa_National_Institute_of_Technology_and_Evaluation_NITE_Bioresource_Information_Center_Department_of_Biotechnology;_2-49-10_Nishihara_Shibuya_Tokyo_151-0066_Japan_U_:http://wwwbionitegojp/_,2010
AP011615,Arthrospira_platensis_NIES-39,NIES39_P00010,non-specific,6140,1,0,1,1,0,0,1,0,0,_Contact:Takatomo_Fujisawa_National_Institute_of_Technology_and_Evaluation_NITE_Bioresource_Information_Center_Department_of_Biotechnology;_2-49-10_Nishihara_Shibuya_Tokyo_151-0066_Japan_U_:http://wwwbionitegojp/_,2010
AP011615,Arthrospira_platensis_NIES-39,NIES39_Q03010,non-specific,psbAV,1,0,1,4,1,1,1,0,1,_Contact:Takatomo_Fujisawa_National_Institute_of_Technology_and_Evaluation_NITE_Bioresource_Information_Center_Department_of_Biotechnology;_2-49-10_Nishihara_Shibuya_Tokyo_151-0066_Japan_U_:http://wwwbionitegojp/_,2010
AP012027,Erysipelothrix_rhusiopathiae_str._Fujisawa,ERH_0298,exact,dbpA,0,1,1,2,1,0,0,1,0,_Contact:Yoshihiro_Shimoji_National_Institute_of_Animal_Health;_Kannondai_3-1-5_Tsukuba_Ibaraki_305-0856_Japan_,2011
AP012027,Erysipelothrix_rhusiopathiae_str._Fujisawa,ERH_0415,exact,415,0,1,1,1,0,0,0,1,0,_Contact:Yoshihiro_Shimoji_National_Institute_of_Animal_Health;_Kannondai_3-1-5_Tsukuba_Ibaraki_305-0856_Japan_,2011
AP012027,Erysipelothrix_rhusiopathiae_str._Fujisawa,ERH_0672,exact,672,0,1,1,2,1,0,0,1,0,_Contact:Yoshihiro_Shimoji_National_Institute_of_Animal_Health;_Kannondai_3-1-5_Tsukuba_Ibaraki_305-0856_Japan_,2011
AP012027,Erysipelothrix_rhusiopathiae_str._Fujisawa,ERH_0738,exact,cbpB,0,1,1,2,1,0,0,1,0,_Contact:Yoshihiro_Shimoji_National_Institute_of_Animal_Health;_Kannondai_3-1-5_Tsukuba_Ibaraki_305-0856_Japan_,2011
AP012027,Erysipelothrix_rhusiopathiae_str._Fujisawa,ERH_1191,exact,lexA,1,1,1,2,1,0,0,1,0,_Contact:Yoshihiro_Shimoji_National_Institute_of_Animal_Health;_Kannondai_3-1-5_Tsukuba_Ibaraki_305-0856_Japan_,2011
AP012027,Erysipelothrix_rhusiopathiae_str._Fujisawa,ERH_1271,exact,1271,1,1,1,1,0,0,0,1,0,_Contact:Yoshihiro_Shimoji_National_Institute_of_Animal_Health;_Kannondai_3-1-5_Tsukuba_Ibaraki_305-0856_Japan_,2011
AP012027,Erysipelothrix_rhusiopathiae_str._Fujisawa,ERH_1605,exact,1605,1,1,1,1,0,0,0,1,0,_Contact:Yoshihiro_Shimoji_National_Institute_of_Animal_Health;_Kannondai_3-1-5_Tsukuba_Ibaraki_305-0856_Japan_,2011
AP012029,Anaerolinea_thermophila_UNI-1,ANT_00700,exact,70,1,0,1,1,0,0,0,1,0,_Contact:Director-General_Department_of_Biotechnology_National_Institute_of_Technology_and_Evaluation_NITE_Bioresource_Information_Center_(NBIC)_Department_of_Biotechnology;_2-49-10_Nishihara_Shibuya-ku_Tokyo_151-0066_Japan_U_:http://wwwbionitegojp/_,2011
AP012029,Anaerolinea_thermophila_UNI-1,ANT_09430,exact,selD,0,0,1,1,0,0,0,1,0,_Contact:Director-General_Department_of_Biotechnology_National_Institute_of_Technology_and_Evaluation_NITE_Bioresource_Information_Center_(NBIC)_Department_of_Biotechnology;_2-49-10_Nishihara_Shibuya-ku_Tokyo_151-0066_Japan_U_:http://wwwbionitegojp/_,2011
AP012029,Anaerolinea_thermophila_UNI-1,ANT_29600,exact,2960,0,0,1,1,0,0,0,1,0,_Contact:Director-General_Department_of_Biotechnology_National_Institute_of_Technology_and_Evaluation_NITE_Bioresource_Information_Center_(NBIC)_Department_of_Biotechnology;_2-49-10_Nishihara_Shibuya-ku_Tokyo_151-0066_Japan_U_:http://wwwbionitegojp/_,2011
AP012057,Ilumatobacter_coccineus_YM16-304,YM304_02800,exact,prdB,1,0,1,1,0,0,0,1,0,_Contact:Director-General_Department_of_Biotechnology_National_Institute_of_Technology_and_Evaluation_NITE_Bioresource_Information_Center_(NBIC)_Department_of_Biotechnology;_2-49-10_Nishihara_Shibuya-ku_Tokyo_151-0066_Japan_U_:http://wwwbionitegojp/_,2013
AP012057,Ilumatobacter_coccineus_YM16-304,YM304_21940,exact,selD,1,0,1,1,0,0,0,1,0,_Contact:Director-General_Department_of_Biotechnology_National_Institute_of_Technology_and_Evaluation_NITE_Bioresource_Information_Center_(NBIC)_Department_of_Biotechnology;_2-49-10_Nishihara_Shibuya-ku_Tokyo_151-0066_Japan_U_:http://wwwbionitegojp/_,2013
AP012057,Ilumatobacter_coccineus_YM16-304,YM304_30950,exact,3095,1,0,1,1,0,0,0,1,0,_Contact:Director-General_Department_of_Biotechnology_National_Institute_of_Technology_and_Evaluation_NITE_Bioresource_Information_Center_(NBIC)_Department_of_Biotechnology;_2-49-10_Nishihara_Shibuya-ku_Tokyo_151-0066_Japan_U_:http://wwwbionitegojp/_,2013
AP012200,Melissococcus_plutonius_ATCC_35311,MPTP_0205,exact,205,0,0,1,1,0,0,0,1,0,_Contact:Tohru_Akiyama_National_Center_for_Global_Health_and_Medicine_Department_of_Infectious_Diseases;_1-21-1Toyama_Shinju-ku_Tokyo_162-8655_Japan_,2011
AP012200,Melissococcus_plutonius_ATCC_35311,MPTP_0312,exact,300,0,0,1,2,1,0,0,1,0,_Contact:Tohru_Akiyama_National_Center_for_Global_Health_and_Medicine_Department_of_Infectious_Diseases;_1-21-1Toyama_Shinju-ku_Tokyo_162-8655_Japan_,2011
AP012200,Melissococcus_plutonius_ATCC_35311,MPTP_0335,exact,323,0,0,1,2,1,0,0,1,0,_Contact:Tohru_Akiyama_National_Center_for_Global_Health_and_Medicine_Department_of_Infectious_Diseases;_1-21-1Toyama_Shinju-ku_Tokyo_162-8655_Japan_,2011
AP012200,Melissococcus_plutonius_ATCC_35311,MPTP_0367,exact,355,0,0,1,1,0,0,0,1,0,_Contact:Tohru_Akiyama_National_Center_for_Global_Health_and_Medicine_Department_of_Infectious_Diseases;_1-21-1Toyama_Shinju-ku_Tokyo_162-8655_Japan_,2011
AP012200,Melissococcus_plutonius_ATCC_35311,MPTP_0384,exact,372,0,0,1,1,0,0,0,1,0,_Contact:Tohru_Akiyama_National_Center_for_Global_Health_and_Medicine_Department_of_Infectious_Diseases;_1-21-1Toyama_Shinju-ku_Tokyo_162-8655_Japan_,2011
AP012200,Melissococcus_plutonius_ATCC_35311,MPTP_0407,exact,395,0,0,1,2,1,0,0,1,0,_Contact:Tohru_Akiyama_National_Center_for_Global_Health_and_Medicine_Department_of_Infectious_Diseases;_1-21-1Toyama_Shinju-ku_Tokyo_162-8655_Japan_,2011
AP012200,Melissococcus_plutonius_ATCC_35311,MPTP_0415,exact,403,0,0,1,2,1,0,0,1,0,_Contact:Tohru_Akiyama_National_Center_for_Global_Health_and_Medicine_Department_of_Infectious_Diseases;_1-21-1Toyama_Shinju-ku_Tokyo_162-8655_Japan_,2011
AP012200,Melissococcus_plutonius_ATCC_35311,MPTP_0427,exact,415,0,0,1,2,1,0,0,1,0,_Contact:Tohru_Akiyama_National_Center_for_Global_Health_and_Medicine_Department_of_Infectious_Diseases;_1-21-1Toyama_Shinju-ku_Tokyo_162-8655_Japan_,2011
AP012200,Melissococcus_plutonius_ATCC_35311,MPTP_0465,exact,453,0,0,1,1,0,0,0,1,0,_Contact:Tohru_Akiyama_National_Center_for_Global_Health_and_Medicine_Department_of_Infectious_Diseases;_1-21-1Toyama_Shinju-ku_Tokyo_162-8655_Japan_,2011
AP012200,Melissococcus_plutonius_ATCC_35311,MPTP_0498,exact,485,0,0,1,2,1,0,0,1,0,_Contact:Tohru_Akiyama_National_Center_for_Global_Health_and_Medicine_Department_of_Infectious_Diseases;_1-21-1Toyama_Shinju-ku_Tokyo_162-8655_Japan_,2011
AP012200,Melissococcus_plutonius_ATCC_35311,MPTP_0510,exact,497,0,0,1,1,0,0,0,1,0,_Contact:Tohru_Akiyama_National_Center_for_Global_Health_and_Medicine_Department_of_Infectious_Diseases;_1-21-1Toyama_Shinju-ku_Tokyo_162-8655_Japan_,2011
AP012200,Melissococcus_plutonius_ATCC_35311,MPTP_0545,exact,532,0,0,1,1,0,0,0,1,0,_Contact:Tohru_Akiyama_National_Center_for_Global_Health_and_Medicine_Department_of_Infectious_Diseases;_1-21-1Toyama_Shinju-ku_Tokyo_162-8655_Japan_,2011
AP012200,Melissococcus_plutonius_ATCC_35311,MPTP_0811,exact,789,0,0,1,2,1,0,0,1,0,_Contact:Tohru_Akiyama_National_Center_for_Global_Health_and_Medicine_Department_of_Infectious_Diseases;_1-21-1Toyama_Shinju-ku_Tokyo_162-8655_Japan_,2011
AP012200,Melissococcus_plutonius_ATCC_35311,MPTP_0857,exact,835,0,0,1,2,1,0,0,1,0,_Contact:Tohru_Akiyama_National_Center_for_Global_Health_and_Medicine_Department_of_Infectious_Diseases;_1-21-1Toyama_Shinju-ku_Tokyo_162-8655_Japan_,2011
AP012200,Melissococcus_plutonius_ATCC_35311,MPTP_0922,exact,897,0,0,1,2,1,0,0,1,0,_Contact:Tohru_Akiyama_National_Center_for_Global_Health_and_Medicine_Department_of_Infectious_Diseases;_1-21-1Toyama_Shinju-ku_Tokyo_162-8655_Japan_,2011
AP012200,Melissococcus_plutonius_ATCC_35311,MPTP_1003,exact,978,0,0,1,2,1,0,0,1,0,_Contact:Tohru_Akiyama_National_Center_for_Global_Health_and_Medicine_Department_of_Infectious_Diseases;_1-21-1Toyama_Shinju-ku_Tokyo_162-8655_Japan_,2011
AP012200,Melissococcus_plutonius_ATCC_35311,MPTP_1039,exact,1014,0,0,1,2,1,0,0,1,0,_Contact:Tohru_Akiyama_National_Center_for_Global_Health_and_Medicine_Department_of_Infectious_Diseases;_1-21-1Toyama_Shinju-ku_Tokyo_162-8655_Japan_,2011
AP012200,Melissococcus_plutonius_ATCC_35311,MPTP_1054,exact,1027,0,0,1,2,1,0,0,1,0,_Contact:Tohru_Akiyama_National_Center_for_Global_Health_and_Medicine_Department_of_Infectious_Diseases;_1-21-1Toyama_Shinju-ku_Tokyo_162-8655_Japan_,2011
AP012200,Melissococcus_plutonius_ATCC_35311,MPTP_1116,exact,1088,1,0,1,1,0,0,0,1,0,_Contact:Tohru_Akiyama_National_Center_for_Global_Health_and_Medicine_Department_of_Infectious_Diseases;_1-21-1Toyama_Shinju-ku_Tokyo_162-8655_Japan_,2011
AP012200,Melissococcus_plutonius_ATCC_35311,MPTP_1128,exact,1100,1,0,1,1,0,0,0,1,0,_Contact:Tohru_Akiyama_National_Center_for_Global_Health_and_Medicine_Department_of_Infectious_Diseases;_1-21-1Toyama_Shinju-ku_Tokyo_162-8655_Japan_,2011
AP012200,Melissococcus_plutonius_ATCC_35311,MPTP_1245,exact,1217,0,0,1,2,1,0,0,1,0,_Contact:Tohru_Akiyama_National_Center_for_Global_Health_and_Medicine_Department_of_Infectious_Diseases;_1-21-1Toyama_Shinju-ku_Tokyo_162-8655_Japan_,2011
AP012200,Melissococcus_plutonius_ATCC_35311,MPTP_1251,exact,1223,1,0,1,2,1,0,0,1,0,_Contact:Tohru_Akiyama_National_Center_for_Global_Health_and_Medicine_Department_of_Infectious_Diseases;_1-21-1Toyama_Shinju-ku_Tokyo_162-8655_Japan_,2011
AP012200,Melissococcus_plutonius_ATCC_35311,MPTP_1253,exact,1225,1,0,1,2,1,0,0,1,0,_Contact:Tohru_Akiyama_National_Center_for_Global_Health_and_Medicine_Department_of_Infectious_Diseases;_1-21-1Toyama_Shinju-ku_Tokyo_162-8655_Japan_,2011
AP012200,Melissococcus_plutonius_ATCC_35311,MPTP_1270,exact,1242,1,0,1,1,0,0,0,1,0,_Contact:Tohru_Akiyama_National_Center_for_Global_Health_and_Medicine_Department_of_Infectious_Diseases;_1-21-1Toyama_Shinju-ku_Tokyo_162-8655_Japan_,2011
AP012200,Melissococcus_plutonius_ATCC_35311,MPTP_1307,exact,1277,1,0,1,1,0,0,0,1,0,_Contact:Tohru_Akiyama_National_Center_for_Global_Health_and_Medicine_Department_of_Infectious_Diseases;_1-21-1Toyama_Shinju-ku_Tokyo_162-8655_Japan_,2011
AP012200,Melissococcus_plutonius_ATCC_35311,MPTP_1375,exact,1331,1,0,1,2,1,0,0,1,0,_Contact:Tohru_Akiyama_National_Center_for_Global_Health_and_Medicine_Department_of_Infectious_Diseases;_1-21-1Toyama_Shinju-ku_Tokyo_162-8655_Japan_,2011
AP012200,Melissococcus_plutonius_ATCC_35311,MPTP_1629,exact,1584,1,0,1,1,0,0,0,1,0,_Contact:Tohru_Akiyama_National_Center_for_Global_Health_and_Medicine_Department_of_Infectious_Diseases;_1-21-1Toyama_Shinju-ku_Tokyo_162-8655_Japan_,2011
AP012200,Melissococcus_plutonius_ATCC_35311,MPTP_1668,exact,1623,1,0,1,2,1,0,0,1,0,_Contact:Tohru_Akiyama_National_Center_for_Global_Health_and_Medicine_Department_of_Infectious_Diseases;_1-21-1Toyama_Shinju-ku_Tokyo_162-8655_Japan_,2011
AP012200,Melissococcus_plutonius_ATCC_35311,MPTP_1702,exact,1657,1,0,1,2,1,0,0,1,0,_Contact:Tohru_Akiyama_National_Center_for_Global_Health_and_Medicine_Department_of_Infectious_Diseases;_1-21-1Toyama_Shinju-ku_Tokyo_162-8655_Japan_,2011
AP012200,Melissococcus_plutonius_ATCC_35311,MPTP_1721,exact,1676,0,0,1,2,1,0,0,1,0,_Contact:Tohru_Akiyama_National_Center_for_Global_Health_and_Medicine_Department_of_Infectious_Diseases;_1-21-1Toyama_Shinju-ku_Tokyo_162-8655_Japan_,2011
AP012200,Melissococcus_plutonius_ATCC_35311,MPTP_1742,exact,1697,1,0,1,2,1,0,0,1,0,_Contact:Tohru_Akiyama_National_Center_for_Global_Health_and_Medicine_Department_of_Infectious_Diseases;_1-21-1Toyama_Shinju-ku_Tokyo_162-8655_Japan_,2011
AP012204,Microlunatus_phosphovorus_NM-1,MLP_05260,exact,526,0,0,1,1,0,0,0,1,0,_Contact:Director-General_Department_of_Biotechnology_National_Institute_of_Technology_and_Evaluation_NITE_Bioresource_Information_Center_(NBIC)_Department_of_Biotechnology;_2-49-10_Nishihara_Shibuya-ku_Tokyo_151-0066_Japan_U_:http://wwwbionitegojp/_,2011
AP012224,Pseudogulbenkiania_sp._NH8B,NH8B_2210,exact,2176,1,0,1,1,0,0,0,1,0,_Contact:Satoshi_Ishii_Hokkaido_University_Division_of_Environmental_Engineering;_Kita_13_Nishi_8_Kita-ku_Sapporo_Hokkaido_060-8628_Japan_,2011
AP012273,Thiolapillus_brandeum,TBH_C0043,exact,43,1,0,1,1,0,0,0,0,1,_Contact:Yoshihiro_Takaki_Japan_Agency_for_Maine-Earth_Science_and_Technology_Extremobiosphere_Research_Program;_2-15_Natsushima-cho_Yokosuka_Kanagawa_237-0026_Japan_U_:http://wwwjamstecgojp_,2014
AP012273,Thiolapillus_brandeum,TBH_C0152,exact,152,0,0,1,1,0,0,0,0,1,_Contact:Yoshihiro_Takaki_Japan_Agency_for_Maine-Earth_Science_and_Technology_Extremobiosphere_Research_Program;_2-15_Natsushima-cho_Yokosuka_Kanagawa_237-0026_Japan_U_:http://wwwjamstecgojp_,2014
AP012273,Thiolapillus_brandeum,TBH_C0381,exact,381,0,0,1,1,0,0,0,0,1,_Contact:Yoshihiro_Takaki_Japan_Agency_for_Maine-Earth_Science_and_Technology_Extremobiosphere_Research_Program;_2-15_Natsushima-cho_Yokosuka_Kanagawa_237-0026_Japan_U_:http://wwwjamstecgojp_,2014
AP012273,Thiolapillus_brandeum,TBH_C0477,exact,477,0,0,1,1,0,0,0,0,1,_Contact:Yoshihiro_Takaki_Japan_Agency_for_Maine-Earth_Science_and_Technology_Extremobiosphere_Research_Program;_2-15_Natsushima-cho_Yokosuka_Kanagawa_237-0026_Japan_U_:http://wwwjamstecgojp_,2014
AP012273,Thiolapillus_brandeum,TBH_C0511,exact,511,1,0,1,1,0,0,0,0,1,_Contact:Yoshihiro_Takaki_Japan_Agency_for_Maine-Earth_Science_and_Technology_Extremobiosphere_Research_Program;_2-15_Natsushima-cho_Yokosuka_Kanagawa_237-0026_Japan_U_:http://wwwjamstecgojp_,2014
AP012273,Thiolapillus_brandeum,TBH_C0542,exact,542,1,0,1,1,0,0,0,0,1,_Contact:Yoshihiro_Takaki_Japan_Agency_for_Maine-Earth_Science_and_Technology_Extremobiosphere_Research_Program;_2-15_Natsushima-cho_Yokosuka_Kanagawa_237-0026_Japan_U_:http://wwwjamstecgojp_,2014
AP012273,Thiolapillus_brandeum,TBH_C0641,exact,nadA,1,0,1,1,0,0,0,0,1,_Contact:Yoshihiro_Takaki_Japan_Agency_for_Maine-Earth_Science_and_Technology_Extremobiosphere_Research_Program;_2-15_Natsushima-cho_Yokosuka_Kanagawa_237-0026_Japan_U_:http://wwwjamstecgojp_,2014
AP012273,Thiolapillus_brandeum,TBH_C0697,exact,697,0,0,1,1,0,0,0,0,1,_Contact:Yoshihiro_Takaki_Japan_Agency_for_Maine-Earth_Science_and_Technology_Extremobiosphere_Research_Program;_2-15_Natsushima-cho_Yokosuka_Kanagawa_237-0026_Japan_U_:http://wwwjamstecgojp_,2014
AP012273,Thiolapillus_brandeum,TBH_C0738,exact,738,0,0,1,1,0,0,0,0,1,_Contact:Yoshihiro_Takaki_Japan_Agency_for_Maine-Earth_Science_and_Technology_Extremobiosphere_Research_Program;_2-15_Natsushima-cho_Yokosuka_Kanagawa_237-0026_Japan_U_:http://wwwjamstecgojp_,2014
AP012273,Thiolapillus_brandeum,TBH_C0752,exact,752,1,1,1,2,1,0,0,1,0,_Contact:Yoshihiro_Takaki_Japan_Agency_for_Maine-Earth_Science_and_Technology_Extremobiosphere_Research_Program;_2-15_Natsushima-cho_Yokosuka_Kanagawa_237-0026_Japan_U_:http://wwwjamstecgojp_,2014
AP012273,Thiolapillus_brandeum,TBH_C0760,exact,760,0,0,1,1,0,0,0,0,1,_Contact:Yoshihiro_Takaki_Japan_Agency_for_Maine-Earth_Science_and_Technology_Extremobiosphere_Research_Program;_2-15_Natsushima-cho_Yokosuka_Kanagawa_237-0026_Japan_U_:http://wwwjamstecgojp_,2014
AP012273,Thiolapillus_brandeum,TBH_C0927,exact,927,0,0,1,1,0,0,0,0,1,_Contact:Yoshihiro_Takaki_Japan_Agency_for_Maine-Earth_Science_and_Technology_Extremobiosphere_Research_Program;_2-15_Natsushima-cho_Yokosuka_Kanagawa_237-0026_Japan_U_:http://wwwjamstecgojp_,2014
AP012273,Thiolapillus_brandeum,TBH_C0943,exact,943,1,1,1,2,1,0,0,1,0,_Contact:Yoshihiro_Takaki_Japan_Agency_for_Maine-Earth_Science_and_Technology_Extremobiosphere_Research_Program;_2-15_Natsushima-cho_Yokosuka_Kanagawa_237-0026_Japan_U_:http://wwwjamstecgojp_,2014
AP012273,Thiolapillus_brandeum,TBH_C0950,exact,950,0,0,1,1,0,0,0,0,1,_Contact:Yoshihiro_Takaki_Japan_Agency_for_Maine-Earth_Science_and_Technology_Extremobiosphere_Research_Program;_2-15_Natsushima-cho_Yokosuka_Kanagawa_237-0026_Japan_U_:http://wwwjamstecgojp_,2014
AP012273,Thiolapillus_brandeum,TBH_C0953,exact,953,0,0,1,1,0,0,0,0,1,_Contact:Yoshihiro_Takaki_Japan_Agency_for_Maine-Earth_Science_and_Technology_Extremobiosphere_Research_Program;_2-15_Natsushima-cho_Yokosuka_Kanagawa_237-0026_Japan_U_:http://wwwjamstecgojp_,2014
AP012273,Thiolapillus_brandeum,TBH_C0975,exact,975,1,0,1,1,0,0,0,0,1,_Contact:Yoshihiro_Takaki_Japan_Agency_for_Maine-Earth_Science_and_Technology_Extremobiosphere_Research_Program;_2-15_Natsushima-cho_Yokosuka_Kanagawa_237-0026_Japan_U_:http://wwwjamstecgojp_,2014
AP012273,Thiolapillus_brandeum,TBH_C1028,exact,1028,0,0,1,1,0,0,0,0,1,_Contact:Yoshihiro_Takaki_Japan_Agency_for_Maine-Earth_Science_and_Technology_Extremobiosphere_Research_Program;_2-15_Natsushima-cho_Yokosuka_Kanagawa_237-0026_Japan_U_:http://wwwjamstecgojp_,2014
AP012273,Thiolapillus_brandeum,TBH_C1033,exact,1033,1,0,1,1,0,0,0,0,1,_Contact:Yoshihiro_Takaki_Japan_Agency_for_Maine-Earth_Science_and_Technology_Extremobiosphere_Research_Program;_2-15_Natsushima-cho_Yokosuka_Kanagawa_237-0026_Japan_U_:http://wwwjamstecgojp_,2014
AP012273,Thiolapillus_brandeum,TBH_C1036,exact,1036,0,1,1,1,0,0,0,1,0,_Contact:Yoshihiro_Takaki_Japan_Agency_for_Maine-Earth_Science_and_Technology_Extremobiosphere_Research_Program;_2-15_Natsushima-cho_Yokosuka_Kanagawa_237-0026_Japan_U_:http://wwwjamstecgojp_,2014
AP012273,Thiolapillus_brandeum,TBH_C1050,exact,1050,0,0,1,1,0,0,0,0,1,_Contact:Yoshihiro_Takaki_Japan_Agency_for_Maine-Earth_Science_and_Technology_Extremobiosphere_Research_Program;_2-15_Natsushima-cho_Yokosuka_Kanagawa_237-0026_Japan_U_:http://wwwjamstecgojp_,2014
AP012273,Thiolapillus_brandeum,TBH_C1072,exact,1072,0,0,1,1,0,0,0,0,1,_Contact:Yoshihiro_Takaki_Japan_Agency_for_Maine-Earth_Science_and_Technology_Extremobiosphere_Research_Program;_2-15_Natsushima-cho_Yokosuka_Kanagawa_237-0026_Japan_U_:http://wwwjamstecgojp_,2014
AP012273,Thiolapillus_brandeum,TBH_C1112,exact,1112,0,1,1,2,1,0,0,1,0,_Contact:Yoshihiro_Takaki_Japan_Agency_for_Maine-Earth_Science_and_Technology_Extremobiosphere_Research_Program;_2-15_Natsushima-cho_Yokosuka_Kanagawa_237-0026_Japan_U_:http://wwwjamstecgojp_,2014
AP012273,Thiolapillus_brandeum,TBH_C1171,exact,1171,1,0,1,1,0,0,0,0,1,_Contact:Yoshihiro_Takaki_Japan_Agency_for_Maine-Earth_Science_and_Technology_Extremobiosphere_Research_Program;_2-15_Natsushima-cho_Yokosuka_Kanagawa_237-0026_Japan_U_:http://wwwjamstecgojp_,2014
AP012273,Thiolapillus_brandeum,TBH_C1186,exact,1186,0,0,1,1,0,0,0,0,1,_Contact:Yoshihiro_Takaki_Japan_Agency_for_Maine-Earth_Science_and_Technology_Extremobiosphere_Research_Program;_2-15_Natsushima-cho_Yokosuka_Kanagawa_237-0026_Japan_U_:http://wwwjamstecgojp_,2014
AP012273,Thiolapillus_brandeum,TBH_C1288,exact,1288,0,0,1,1,0,0,0,0,1,_Contact:Yoshihiro_Takaki_Japan_Agency_for_Maine-Earth_Science_and_Technology_Extremobiosphere_Research_Program;_2-15_Natsushima-cho_Yokosuka_Kanagawa_237-0026_Japan_U_:http://wwwjamstecgojp_,2014
AP012273,Thiolapillus_brandeum,TBH_C1302,exact,1302,0,0,1,1,0,0,0,0,1,_Contact:Yoshihiro_Takaki_Japan_Agency_for_Maine-Earth_Science_and_Technology_Extremobiosphere_Research_Program;_2-15_Natsushima-cho_Yokosuka_Kanagawa_237-0026_Japan_U_:http://wwwjamstecgojp_,2014
AP012273,Thiolapillus_brandeum,TBH_C1323,exact,1323,0,0,1,1,0,0,0,0,1,_Contact:Yoshihiro_Takaki_Japan_Agency_for_Maine-Earth_Science_and_Technology_Extremobiosphere_Research_Program;_2-15_Natsushima-cho_Yokosuka_Kanagawa_237-0026_Japan_U_:http://wwwjamstecgojp_,2014
AP012273,Thiolapillus_brandeum,TBH_C1345,exact,1345,0,0,1,1,0,0,0,0,1,_Contact:Yoshihiro_Takaki_Japan_Agency_for_Maine-Earth_Science_and_Technology_Extremobiosphere_Research_Program;_2-15_Natsushima-cho_Yokosuka_Kanagawa_237-0026_Japan_U_:http://wwwjamstecgojp_,2014
AP012273,Thiolapillus_brandeum,TBH_C1380,exact,1380,0,0,1,1,0,0,0,0,1,_Contact:Yoshihiro_Takaki_Japan_Agency_for_Maine-Earth_Science_and_Technology_Extremobiosphere_Research_Program;_2-15_Natsushima-cho_Yokosuka_Kanagawa_237-0026_Japan_U_:http://wwwjamstecgojp_,2014
AP012273,Thiolapillus_brandeum,TBH_C1450,exact,1450,1,0,1,1,0,0,0,0,1,_Contact:Yoshihiro_Takaki_Japan_Agency_for_Maine-Earth_Science_and_Technology_Extremobiosphere_Research_Program;_2-15_Natsushima-cho_Yokosuka_Kanagawa_237-0026_Japan_U_:http://wwwjamstecgojp_,2014
AP012273,Thiolapillus_brandeum,TBH_C1462,exact,1462,1,1,1,2,1,0,0,1,0,_Contact:Yoshihiro_Takaki_Japan_Agency_for_Maine-Earth_Science_and_Technology_Extremobiosphere_Research_Program;_2-15_Natsushima-cho_Yokosuka_Kanagawa_237-0026_Japan_U_:http://wwwjamstecgojp_,2014
AP012273,Thiolapillus_brandeum,TBH_C1465,exact,1465,1,1,1,1,0,0,0,1,0,_Contact:Yoshihiro_Takaki_Japan_Agency_for_Maine-Earth_Science_and_Technology_Extremobiosphere_Research_Program;_2-15_Natsushima-cho_Yokosuka_Kanagawa_237-0026_Japan_U_:http://wwwjamstecgojp_,2014
