accn,organism,sizeNT,numGene,numFail,pcFail,fail1,fail2,fail3,fail4,fail5,fail,GCcontent,baseFreqA,baseFreqT,baseFreqC,baseFreqG,institution,seqYear,reassessed,reasYear,seqMethod,QC
CP000544,Halorhodospira_halophila_SL1,2678452,2407,0,0.0,0,0,0,0,0,0,0.6798172974539025,0.16531041064017574,0.15487229190592178,0.3551711958997212,0.3246461015541813,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B100_Walnut_Creek_CA_94598-1698_USA_,2007,1,2013,seqMethod,QC
CP000554,Prochlorococcus_marinus_str._MIT_9303,2682675,2997,0,0.0,0,0,0,0,0,0,0.5000758571202252,0.24723196063630518,0.2526921822434697,0.2495333948391065,0.25054246228111865,_J_Craig_Venter_Institute_9704_Medical_Center_Drive_Rockville_MD_20850_USA_,2007,1,2014,seqMethod,QC
CP000555,Methylibium_petroleiphilum_PM1,4044195,3819,0,0.0,0,0,0,0,0,0,0.6919775134482882,0.15390281625885993,0.15411967029285184,0.3465817053826534,0.3453958080656348,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B100_Walnut_Creek_CA_94598-1698_USA_,2007,1,2014,seqMethod,QC
CP000613,Rhodospirillum_centenum_SW,4355543,4038,11,0.27241208519068844,10,0,3,10,0,1,0.7046127199295242,0.14721493967571897,0.14817234039475674,0.35261849096656833,0.35199422896295596,_Pathogen_Genomics_Translational_Genomics_Research_Institute_445_N_Fifth_Street_Phoenix_AZ_85004_USA_,2008,1,2014,seqMethod,QC
CP000628,Agrobacterium_radiobacter_K84,4005130,3744,0,0.0,0,0,0,0,0,0,0.6033744223033959,0.1993660630241715,0.1972595146724326,0.30441109277351797,0.2989633295298779,_Virginia_Bioinformatics_Institute_Virginia_Tech_Washington_Street_Box_0477_Blacksburg_VA_24061_USA_,2009,1,2014,seqMethod,QC
CP000655,Polynucleobacter_asymbioticus_QLW-P1DMWA-1,2159490,2077,0,0.0,0,0,0,0,0,0,0.4483410434871197,0.27654168345303753,0.27511727305984285,0.22519159616390907,0.22314944732321057,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B100_Walnut_Creek_CA_94598-1698_USA_,2007,1,2014,seqMethod,QC
CP000679,Caldicellulosiruptor_saccharolyticus_DSM_8903,2970275,2682,0,0.0,0,0,0,0,0,0,0.3525407580106219,0.3314097179554082,0.3160495240339699,0.16573650587908528,0.18680425213153665,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B100_Walnut_Creek_CA_94598-1698_USA_,2007,1,2013,seqMethod,QC
CP000685,Flavobacterium_johnsoniae_UW101,6096872,5017,0,0.0,0,0,0,0,0,0,0.34112853279517763,0.3301145243003297,0.32875694290449264,0.1730561179568802,0.1680724148382974,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B100_Walnut_Creek_CA_94598-1698_USA_,2007,1,2014,seqMethod,QC
CP000686,Roseiflexus_sp._RS-1,5801598,4517,30,0.6641576267434138,0,0,11,0,19,1,0.6038734500391099,0.1980204419540961,0.19810610800679399,0.30217329777071766,0.30170015226839225,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B100_Walnut_Creek_CA_94598-1698_USA_,2007,1,2014,seqMethod,QC
CP000724,Alkaliphilus_metalliredigens_QYMF,4929566,4625,13,0.2810810810810811,0,0,0,12,1,1,0.3682202449465125,0.3161570410052325,0.315622714048255,0.18301773421838757,0.18520251072812496,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B100_Walnut_Creek_CA_94598-1698_USA_,2007,1,2014,seqMethod,QC
CP000733,Coxiella_burnetii_Dugway_5J108-111,2158758,1993,0,0.0,0,0,0,0,0,0,0.42435789467832896,0.2861168319932109,0.2895252733284602,0.21339631399165632,0.21096158068667262,_The_Institute_for_Genomic_Research_9712_Medical_Center_Dr_Rockville_MD_20850_USA_,2007,1,2014,seqMethod,QC
CP000747,Phenylobacterium_zucineum_HLK1,3996255,3529,25,0.7084159818645509,0,0,0,0,25,1,0.7134637304176035,0.14385468394784617,0.14268158563455036,0.35589670829313946,0.357567022124464,_Cancer_Institute_The_Second_Affiliated_Hospital_Zhejiang_University_88_Jiefang_Road_Hangzhou_Zhejiang_310009_China_,2008,1,2014,seqMethod,QC
CP000749,Marinomonas_sp._MWYL1,5100344,4439,0,0.0,0,0,0,0,0,0,0.4259406816481398,0.28738394900422404,0.28667536934763616,0.21422613847222854,0.21171454317591126,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B100_Walnut_Creek_CA_94598-1698_USA_,2007,1,2014,seqMethod,QC
CP000750,Kineococcus_radiotolerans_SRS30216_=_ATCC_BAA-149,4761183,4480,0,0.0,0,0,0,0,0,0,0.7443503011751491,0.12749562451180727,0.12815407431304363,0.3707351723300701,0.373615128845079,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B100_Walnut_Creek_CA_94598-1698_USA_,2007,1,2014,seqMethod,QC
CP000758,Ochrobactrum_anthropi_ATCC_49188,2887297,2731,8,0.2929329915781765,0,0,0,0,8,1,0.5605090158719384,0.21728142272859355,0.2222095613994681,0.27463333352959535,0.285875682342343,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B100_Walnut_Creek_CA_94598-1698_USA_,2007,1,2014,seqMethod,QC
CP000769,Anaeromyxobacter_sp._Fw109-5,5277990,4466,0,0.0,0,0,0,0,0,0,0.7353140115839553,0.13224712437878813,0.1324388640372566,0.36845276326783494,0.3668612483161203,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B100_Walnut_Creek_CA_94598-1698_USA_,2007,1,2015,seqMethod,QC
CP000774,Parvibaculum_lavamentivorans_DS-1,3914745,3636,1,0.0275027502750275,0,0,0,1,0,1,0.6232809544427542,0.18530478996716263,0.19141425559008313,0.3080279813883152,0.31525297305443906,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B100_Walnut_Creek_CA_94598-1698_USA_,2007,1,2014,seqMethod,QC
CP000781,Xanthobacter_autotrophicus_Py2,5308934,4746,0,0.0,0,0,0,0,0,0,0.6746469253526226,0.1614757312861678,0.16387734336120963,0.33317517226622145,0.34147175308640115,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B100_Walnut_Creek_CA_94598-1698_USA_,2007,1,2014,seqMethod,QC
CP000792,Campylobacter_concisus_13826,2052007,1956,6,0.3067484662576687,0,0,0,5,1,1,0.3942895906300515,0.3029697267114586,0.30274068265848997,0.19832680882667555,0.19596278180337592,_J_Craig_Venter_Institute_9712_Medical_Center_Drive_Rockville_MD_20850_USA_,2007,1,2016,seqMethod,QC
CP000812,Pseudothermotoga_lettingae_TMO,2135342,2040,9,0.4411764705882353,0,0,0,0,9,1,0.3869703307479551,0.3083698068037813,0.30465986244826354,0.19319809192157508,0.19377223882638003,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B100_Walnut_Creek_CA_94598-1698_USA_,2007,1,2014,seqMethod,QC
CP000820,Frankia_sp._EAN1pec,8982042,7191,0,0.0,0,0,0,0,0,0,0.7115359736683484,0.14397750533787307,0.14448652099377848,0.3551671212403594,0.3563688524279891,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B100_Walnut_Creek_CA_94598-1698_USA_,2007,1,2014,seqMethod,QC
CP000828,Acaryochloris_marina_MBIC11017,6503724,6254,0,0.0,0,0,0,0,0,0,0.4725385025563815,0.2641325185386096,0.2633289789050089,0.23703558146071388,0.23550292109566764,_Pharmaceutical_Genomics_Division_Translational_Genomics_Research_Institute_13208_E_Shea_Blvd_Scottsdale_AZ_85004_USA_,2007,1,2014,seqMethod,QC
CP000830,Dinoroseobacter_shibae_DFL_12_=_DSM_16493,3789584,3584,0,0.0,0,0,0,0,0,0,0.6601545182795789,0.1702891399161491,0.16955634180427193,0.3297573031762853,0.3303972151032937,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B100_Walnut_Creek_CA_94598-1698_USA_,2007,1,2014,seqMethod,QC
CP000849,Rickettsia_bellii_OSU_85-389,1528980,1476,0,0.0,0,0,0,0,0,0,0.31628209656110606,0.34257805857499773,0.3411398448638962,0.15730356185169198,0.15897853470941412,_Neurogenomics_Research_Lab_University_of_Iowa_200_B_EMRB_Iowa_City_IA_52242_USA_,2007,1,2014,seqMethod,QC
CP000850,Salinispora_arenicola_CNS-205,5786361,4917,0,0.0,0,0,0,0,0,0,0.6951852813884236,0.15202006926287523,0.15279464934870118,0.346192883575705,0.34899239781271857,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B100_Walnut_Creek_CA_94598-1698_USA_,2007,1,2014,seqMethod,QC
CP000859,Desulfococcus_oleovorans_Hxd3,3944167,3265,0,0.0,0,0,0,0,0,0,0.5616861557839716,0.2195951642007045,0.2187186800153239,0.2804003988674922,0.28128575691647945,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B100_Walnut_Creek_CA_94598-1698_USA_,2007,1,2013,seqMethod,QC
CP000875,Herpetosiphon_aurantiacus_DSM_785,6346587,4976,0,0.0,0,0,0,0,0,0,0.507156681220946,0.24567188632252265,0.24717143245653136,0.2529266517578661,0.25423002946307993,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B100_Walnut_Creek_CA_94598-1698_USA_,2007,1,2013,seqMethod,QC
CP000879,Petrotoga_mobilis_SJ95,2169548,1898,5,0.26343519494204426,0,0,0,0,5,1,0.34123190636943734,0.33079240468521554,0.3279756889453471,0.1713273916963349,0.1699045146731024,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B100_Walnut_Creek_CA_94598-1698_USA_,2007,1,2013,seqMethod,QC
CP000884,Delftia_acidovorans_SPH-1,6767514,6040,0,0.0,0,0,0,0,0,0,0.6647625701254553,0.16716729363249194,0.16807013624205283,0.33100943714338826,0.333753132982067,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B100_Walnut_Creek_CA_94598-1698_USA_,2007,1,2013,seqMethod,QC
CP000910,Renibacterium_salmoninarum_ATCC_33209,3155250,3507,0,0.0,0,0,0,0,0,0,0.5627132556849694,0.21901053799223516,0.21827620632279535,0.28349481023690676,0.27921844544806274,_Resource_Enhancement_and_Utilization_Technologies_Division_Northwest_Fisheries_Science_Center_NOAA_Fisheries_Service_2725_Montlake_Blvd_E_Seattle_WA_98112-2097_USA_,2008,1,2014,seqMethod,QC
CP000922,Anoxybacillus_flavithermus_WK1,2846746,2832,1,0.03531073446327684,0,0,0,0,1,1,0.4177675142074495,0.2921166833992214,0.29011580239332907,0.20737712461877525,0.21039038958867423,_Microbiology_University_of_Hawaii_2538_McCarthy_Mall_Snyder_Hall_Honolulu_HI_96822_USA_,2008,1,2014,seqMethod,QC
CP000927,Caulobacter_sp._K31,5477872,5061,0,0.0,0,0,0,0,0,0,0.6746329596602476,0.16302096872654198,0.16234607161321038,0.3378874132144745,0.3367455464457731,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B100_Walnut_Creek_CA_94598-1698_USA_,2008,1,2014,seqMethod,QC
CP000930,Heliobacterium_modesticaldum_Ice1,3075407,3002,0,0.0,0,0,0,0,0,0,0.5697519060078877,0.21435114116603105,0.21589695282608123,0.28681504594351254,0.28293686006437524,_Pharmaceutical_Genomics_Division_Translational_Genomics_Research_Institute_13208_E_Shea_Blvd_Scottsdale_AZ_85004_USA_,2008,1,2016,seqMethod,QC
CP000934,Cellvibrio_japonicus_Ueda107,4576573,3754,0,0.0,0,0,0,0,0,0,0.5199123885929493,0.2407133022897264,0.23937430911732424,0.26104860558326065,0.2588637830096887,_J_Craig_Venter_Institute_9712_Medical_Center_Dr_Rockville_MD_20850_USA_,2008,1,2014,seqMethod,QC
CP000961,Shewanella_woodyi_ATCC_51908,5935403,4880,10,0.20491803278688525,0,0,1,0,9,1,0.4370099216514869,0.28077739624419773,0.28221268210431544,0.21916355132077806,0.2178463703307088,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B100_Walnut_Creek_CA_94598-1698_USA_,2008,1,2014,seqMethod,QC
CP000975,Methylacidiphilum_infernorum_V4,2287145,2472,0,0.0,0,0,0,0,0,0,0.45482774375914076,0.2722192952348889,0.27295296100597033,0.22909216512289338,0.22573557863624738,_Microbiology_University_of_Hawaii_at_Manoa_2538_McCarthy_Mall_Snyder_111_Honolulu_HI_96822_USA_,2008,1,2014,seqMethod,QC
CP000976,Borrelia_duttonii_Ly,931674,820,0,0.0,0,0,0,0,0,0,0.27586044045449376,0.3597266855144611,0.3644128740310452,0.13870194939431604,0.1371584910601777,_Institut_de_Biologie_structurale_et_Microbiologie_(IBSM)_CNRS-Information_Genomique_et_structurale_CNRS_-_UPR2589_Parc_Scientifique_de_Luminy_-_163_Avenue_de_Luminy_-_Case_934_FR-13288_Marseille_cedex_09_France_,2008,1,2014,seqMethod,QC
CP001013,Leptothrix_cholodnii_SP-6,4909403,4363,0,0.0,0,0,0,0,0,0,0.6889968087769531,0.15598332424533085,0.15501986697771603,0.3453863942316408,0.3436104145453123,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B100_Walnut_Creek_CA_94598-1698_USA_,2008,1,2014,seqMethod,QC
CP001016,Beijerinckia_indica_subsp._indica_ATCC_9039,4170153,3569,5,0.14009526478005044,0,0,1,0,4,1,0.5705989684311343,0.2144070013738105,0.2149940301950552,0.2855175817290157,0.2850813867021186,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B100_Walnut_Creek_CA_94598-1698_USA_,2008,1,2014,seqMethod,QC
CP001032,Opitutus_terrae_PB90-1,5957605,4612,1,0.02168256721595837,0,0,0,0,1,1,0.6534113960223948,0.17330655523486369,0.17328204874274142,0.3244360779205738,0.3289753181018211,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B100_Walnut_Creek_CA_94598-1698_USA_,2008,1,2014,seqMethod,QC
CP001034,Natranaerobius_thermophilus_JW/NM-WN-LF,3165557,2882,5,0.17349063150589866,0,0,0,4,1,1,0.3632229651843262,0.31926008598170874,0.3175169488339651,0.18097194269444525,0.18225102248988093,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B100_Walnut_Creek_CA_94598-1698_USA_,2008,1,2014,seqMethod,QC
CP001037,Nostoc_punctiforme_PCC_73102,8234322,6087,25,0.41071135206177095,16,0,0,7,16,1,0.41414958025688087,0.29298538483192665,0.2928650349111924,0.20718087050761436,0.20696870974926654,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B100_Walnut_Creek_CA_94598-1698_USA_,2008,1,2014,seqMethod,QC
CP001055,Elusimicrobium_minutum_Pei191,1643562,1529,0,0.0,0,0,0,0,0,0,0.39952128365099704,0.3018176375457695,0.29866107880323345,0.19841235073577998,0.20110893291521706,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B100_Walnut_Creek_CA_94598-1698_USA_,2008,1,2013,seqMethod,QC
CP001071,Akkermansia_muciniphila_ATCC_BAA-835,2664102,2138,0,0.0,0,0,0,0,0,0,0.5576235444438689,0.2219415773119798,0.2204348782441513,0.2777911656535673,0.2798323787903016,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B100_Walnut_Creek_CA_94598-1698_USA_,2008,1,2013,seqMethod,QC
CP001080,Sulfurihydrogenibium_sp._YO3AOP1,1838442,1721,5,0.2905287623474724,0,0,0,0,5,1,0.32027444977867126,0.3386731808781566,0.3410523693431721,0.1618364898103938,0.15843795996827748,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B100_Walnut_Creek_CA_94598-1698_USA_,2008,1,2014,seqMethod,QC
CP001087,Desulfobacterium_autotrophicum_HRM2,5589073,4871,32,0.6569492917265448,0,0,0,32,0,1,0.48847009155185483,0.25558299202747936,0.2559469164206658,0.24469156155233615,0.2437785299995187,_Goettingen_Genomics_Laboratory_Georg_August_University_Grisebachstrasse_8_Goettingen_Lower_Saxony_D-37077_Germany_,2009,1,2014,seqMethod,QC
CP001096,Rhodopseudomonas_palustris_TIE-1,5744041,5246,2,0.03812428516965307,0,0,1,0,1,1,0.6485980862601781,0.17550414420788432,0.17589776953193753,0.3237182673313091,0.3248798189288691,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B100_Walnut_Creek_CA_94598-1698_USA_,2008,1,2013,seqMethod,QC
CP001098,Halothermothrix_orenii_H_168,2578146,2342,0,0.0,0,0,0,0,0,0,0.37883192030241886,0.3112791129749828,0.30988896672259836,0.1900121249921455,0.18881979531027335,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B100_Walnut_Creek_CA_94598-1698_USA_,2009,1,2013,seqMethod,QC
CP001099,Chlorobaculum_parvum_NCIB_8327,2289249,2043,0,0.0,0,0,0,0,0,0,0.5579611479572559,0.22152592400389823,0.22051292803884592,0.2786717390725081,0.2792894088847478,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B100_Walnut_Creek_CA_94598-1698_USA_,2008,1,2014,seqMethod,QC
CP001100,Chloroherpeton_thalassium_ATCC_35110,3293456,2710,1,0.03690036900369004,0,0,1,0,0,1,0.4503891960299454,0.2744132607206533,0.2751975432494012,0.22517956821041482,0.2252096278195306,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B100_Walnut_Creek_CA_94598-1698_USA_,2008,1,2014,seqMethod,QC
CP001108,Prosthecochloris_aestuarii_DSM_271,2512923,2263,0,0.0,0,0,0,0,0,0,0.5009512826298299,0.25042749021756733,0.24862122715260276,0.2519090318326507,0.24904225079717923,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B100_Walnut_Creek_CA_94598-1698_USA_,2008,1,2014,seqMethod,QC
CP001110,Pelodictyon_phaeoclathratiforme_BU-1,3018238,2707,7,0.25858884373845586,0,0,0,0,7,1,0.4807758698949519,0.2613478459949149,0.25787628411013314,0.24207070482844625,0.2387051650665057,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B100_Walnut_Creek_CA_94598-1698_USA_,2008,1,2014,seqMethod,QC
CP001130,Hydrogenobaculum_sp._Y04AAS1,1559514,1629,1,0.06138735420503376,0,0,0,0,1,1,0.3484701003004782,0.32291149678681946,0.3286184029127023,0.17318408170750632,0.1752860185929719,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B100_Walnut_Creek_CA_94598-1698_USA_,2008,1,2014,seqMethod,QC
CP001145,Coprothermobacter_proteolyticus_DSM_5265,1424912,1482,1,0.06747638326585695,0,0,0,1,0,1,0.44770133173136306,0.27764100519891755,0.2746576630697194,0.22051817936826976,0.2271831523630933,_The_J_Craig_Venter_Institute_Rockville_MD_USA_,2008,1,2014,seqMethod,QC
CP001146,Dictyoglomus_thermophilum_H-6-12,1959987,1912,0,0.0,0,0,0,0,0,0,0.33740989098397084,0.33663437563616494,0.3259557333798643,0.16405006767902033,0.1733598233049505,_The_J_Craig_Venter_Institute_Rockville_MD_USA_,2008,1,2014,seqMethod,QC
CP001147,Thermodesulfovibrio_yellowstonii_DSM_11347,2003803,2033,5,0.24594195769798327,0,0,0,5,0,1,0.3412890388925458,0.32909522542884706,0.32961573567860714,0.1717289573875276,0.1695600815050182,_The_J_Craig_Venter_Institute_Rockville_MD_USA_,2008,1,2015,seqMethod,QC
CP001154,Laribacter_hongkongensis_HLHK9,3169329,3238,0,0.0,0,0,0,0,0,0,0.6235231495373311,0.18822280678339168,0.18825404367927723,0.31171361509013423,0.3118095344471969,_Department_of_Microbiology_Department_of_Biochemistry_Genomes_Research_Centre_State_Key_Laboratory_of_Emerging_Infectious_Diseases_Research_Centre_of_Infection_and_Immunology_The_University_of_Hong_Kong_Hong_Kong_China_,2009,1,2014,seqMethod,QC
CP001184,Ureaplasma_urealyticum_serovar_10_str._ATCC_33699,874478,646,500,77.39938080495357,0,0,0,500,0,1,0.25774233314045636,0.3681933679292103,0.37406429893033327,0.12709639350561136,0.13064593963484503,_J_Craig_Venter_Institute_9704_Medical_Center_Drive_Rockville_MD_20850_USA_,2008,1,2014,seqMethod,QC
CP001185,Thermosipho_africanus_TCF52B,2016657,1956,0,0.0,0,0,0,0,0,0,0.3081079231619457,0.3410391553942986,0.3508529214437557,0.15305081627664,0.15505710688530572,_Department_of_Biochemistry_and_Molecular_Biology_Dalhousie_University_Sir_Charles_Tupper_Medical_Building_Halifax_Nova_Scotia_B3H_4H6_Canada_,2008,1,2014,seqMethod,QC
CP001196,Oligotropha_carboxidovorans_OM5,3745629,3722,1,0.026867275658248254,0,0,0,0,1,1,0.6239947949997183,0.1885298837658508,0.18747532123443086,0.3120968467512399,0.31189794824847844,_Basic_Sciences_Mississippi_State_University_College_of_Veterinary_Medicine_Mississippi_State_MS_39762_USA_,2008,1,2014,seqMethod,QC
CP001221,Leptospira_interrogans_serovar_Lai_str._IPAV,4349158,3421,0,0.0,0,0,0,0,0,0,0.3501834148127063,0.32533170788460664,0.3244848773026871,0.17424844073266596,0.17593497408004033,_Department_of_Medical_Microbiology_and_Parasitology_Shanghai_Jiao_Tong_University/Chinese_National_HGC_Shanghai_NO_280_Chongqing_South_Road_Shanghai_Shanghai_200025_China_,2011,1,2014,seqMethod,QC
CP001230,Persephonella_marina_EX-H1,1930282,1981,0,0.0,0,0,0,0,0,0,0.3715643620983877,0.31035050837131567,0.3180851295302966,0.1813952572732896,0.1901691048250981,_J_Craig_Venter_Institute_9712_Medical_Center_Dr_Rockville_MD_20850_USA_,2009,1,2014,seqMethod,QC
CP001275,Thermomicrobium_roseum_DSM_5159,2003004,1922,4,0.20811654526534862,1,2,0,1,0,1,0.6364710205271682,0.18145295765759828,0.18207602181523352,0.317516090831571,0.3189549296955972,_J_Craig_Venter_Institute_9704_Medical_Center_Drive_Rockville_MD_20850_USA_,2009,1,2015,seqMethod,QC
CP001279,Nautilia_profundicola_AmH,1676444,1730,1,0.05780346820809249,0,0,0,1,0,1,0.33507531417691255,0.3317569808475559,0.33316770497553155,0.16691520862015075,0.1681601055567618,_J_Craig_Venter_Institute_9704_Medical_Center_Drive_Rockville_MD_20850_USA_,2009,1,2014,seqMethod,QC
CP001280,Methylocella_silvestris_BL2,4305430,3818,3,0.0785751702462022,0,0,0,1,2,1,0.6308336217288402,0.18465263632203985,0.18451374194912007,0.31574082031295364,0.31509280141588647,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B100_Walnut_Creek_CA_94598-1698_USA_,2008,1,2013,seqMethod,QC
CP001281,Thauera_sp._MZ1T,4496212,3903,4,0.10248526774276198,0,0,0,0,4,1,0.684042033605177,0.1574718896706828,0.15848607672414022,0.3412579300086384,0.3427841035965386,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B100_Walnut_Creek_CA_94598-1698_USA_,2008,1,2014,seqMethod,QC
CP001312,Rhodobacter_capsulatus_SB_1003,3738958,3493,0,0.0,0,0,0,0,0,0,0.6656188702841808,0.16758867042635944,0.1667924592894598,0.33327119480882106,0.3323476754753597,_Department_of_Genomics_and_Bioinformatics_Institute_of_Molecular_Genetics_AS_CR_vvi_Videnska_1083_Prague_142_20_Czech_Republic_,2010,1,2014,seqMethod,QC
CP001322,Desulfatibacillum_alkenivorans_AK-01,6517073,5255,19,0.36156041864890576,0,0,0,16,3,1,0.5448459761000068,0.22734423874030565,0.22780978515968747,0.27373377588374415,0.27111220021626276,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B100_Walnut_Creek_CA_94598-1698_USA_,2008,1,2013,seqMethod,QC
CP001349,Methylobacterium_nodulans_ORS_2060,7772460,7356,1,0.013594344752582924,0,0,1,0,0,1,0.6885724725505181,0.15540845498079114,0.15601907246869073,0.34482197399536313,0.343750498555155,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B100_Walnut_Creek_CA_94598-1698_USA_,2009,1,2014,seqMethod,QC
CP001364,Chloroflexus_sp._Y-400-fl,5268950,4159,4,0.09617696561673479,0,0,0,4,0,1,0.5668190056842445,0.21596200381480182,0.2172189905009537,0.2836969415158618,0.2831220641683827,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2009,1,2014,seqMethod,QC
CP001397,Nonlabens_dokdonensis_DSW-6,3914632,3618,0,0.0,0,0,0,0,0,0,0.3531529911368425,0.324885966292617,0.3219610425705405,0.17640329921177775,0.17674969192506473,_Department_of_Systems_Biology_Yonsei_University_50_Yonsei-ro_Seodaemun-gu_Seoul_120-749_Republic_of_Korea_,2013,1,2015,seqMethod,QC
CP001429,Blattabacterium_sp._(Periplaneta_americana)_str._BPLAN,636994,578,0,0.0,0,0,0,0,0,0,0.28210940762393366,0.3616501882278326,0.3562404041482337,0.1458396782387275,0.13626972938520615,_Ecology_and_Evolutionary_Biology_University_of_Arizona-Tucson_1007_E_Lowell_St_Tucson_AZ_85721_USA_,2009,1,2014,seqMethod,QC
CP001472,Acidobacterium_capsulatum_ATCC_51196,4127356,3382,1,0.029568302779420463,1,0,0,1,1,1,0.604970106770533,0.19813507727465235,0.19689481595481464,0.30397014456712723,0.30099996220340575,_The_J_Craig_Venter_Institute_Rockville_MD_USA_,2009,1,2014,seqMethod,QC
CP001560,Shimwellia_blattae_DSM_4481_=_NBRC_105725,4158725,3904,0,0.0,0,0,0,0,0,0,0.5650832887483543,0.21718483429416469,0.21773187695748095,0.28229637689436066,0.28278691185399374,_Institute_of_Microbiology_and_Genetics_Goettingen_Genomics_Laboratory_Georg_August_University_Goettingen_Grisebachstr_8_Goettingen_Lower_Saxony_D-37077_Germany_,2012,1,2015,seqMethod,QC
CP001607,Aggregatibacter_aphrophilus_NJ8700,2313035,2231,1,0.04482294935006724,1,0,0,0,1,1,0.42230964944326393,0.28978765993597155,0.2879026906207645,0.2104784406634573,0.21183120877980663,_Sackler_Institute_for_Comparative_Genomics_American_Museum_of_Natural_History_79th_Street_at_Central_Park_West_New_York_NY_10009_USA_,2009,1,2014,seqMethod,QC
CP001614,Teredinibacter_turnerae_T7901,5193160,4255,2,0.04700352526439483,0,2,0,0,0,1,0.5089069083178643,0.2459662325058346,0.24512685917630114,0.25446163800075483,0.25444527031710945,_J_Craig_Venter_Institute_9712_Medical_Center_Dr_Rockville_MD_20850_USA_,2009,1,2014,seqMethod,QC
CP001616,Tolumonas_auensis_DSM_9187,3471292,3130,2,0.06389776357827476,0,0,1,0,1,1,0.4902701933458781,0.25476249189062744,0.2549673147634944,0.24580502014811775,0.24446517319776037,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2009,1,2014,seqMethod,QC
CP001618,Beutenbergia_cavernae_DSM_12333,4669183,4197,0,0.0,0,0,0,0,0,0,0.731165816375156,0.13471778681623744,0.13411639680860657,0.3661058048056801,0.3650600115694759,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2009,1,2014,seqMethod,QC
CP001619,Dyadobacter_fermentans_DSM_18053,6967790,5719,1,0.017485574401119076,0,0,0,0,1,1,0.5154499489795186,0.24202767304984793,0.24252237797063345,0.25763778759118744,0.2578121613883312,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_Walnut_Creek_CA_94598-1698_USA_,2009,1,2014,seqMethod,QC
CP001628,Micrococcus_luteus_NCTC_2665,2501097,2236,0,0.0,0,0,0,0,0,0,0.7299524968443847,0.13532102113592556,0.13472648201968976,0.36568833595818157,0.3642641608862031,_US_DOE_Joint_Genome_Institute_2800_Mitchell_Drive_B310_Walnut_Creek_CA_94598-1698_USA_,2009,1,2013,seqMethod,QC
